# index, id, female, _pos
399,560,0,"array([  9.77254013, -14.86980031])"
400,561,0,"array([  8.33322353, -11.86042334])"
401,562,0,"array([ 16.79700075, -15.22218553])"
402,564,0,"array([ 12.31701206, -13.81972502])"
403,567,0,"array([  4.93172286, -14.69332003])"
404,569,0,"array([  5.11652501, -19.58022147])"
405,571,0,"array([ 11.13125549, -17.47179498])"
406,572,0,"array([ 11.899671  , -14.02249063])"
407,574,0,"array([ 4.45238198, -7.91386258])"
408,575,0,"array([ 10.68164739, -19.02072735])"
409,578,0,"array([  9.44730134, -10.51794236])"
410,580,0,"array([11.24268236, -7.22286324])"
411,582,0,"array([  1.49817612, -13.02945115])"
412,583,0,"array([ 12.26157753, -13.1333529 ])"
413,584,0,"array([  1.59734629, -13.2523163 ])"
414,585,0,"array([  5.17309352, -13.44680056])"
415,586,0,"array([ 12.61130522, -11.73341685])"
416,588,0,"array([  8.19276915, -15.25974359])"
417,589,0,"array([  9.12211762, -14.26515429])"
418,591,0,"array([  2.96303803, -10.29294624])"
419,592,0,"array([16.1813168 , -8.18523679])"
420,593,0,"array([  0.97715157, -10.44081582])"
421,595,0,"array([ 8.40789926, -5.40651566])"
422,598,0,"array([  8.13180769, -13.19020218])"
423,599,0,"array([ 13.53910665, -15.92143806])"
424,600,0,"array([10.96664845, -8.5684523 ])"
425,601,0,"array([ 2.50445055, -7.8953254 ])"
426,605,0,"array([ 14.22396434, -18.25442734])"
427,606,0,"array([ 13.59051773, -13.52702994])"
428,607,0,"array([ 16.5774618, -13.9393073])"
429,611,0,"array([ 10.17374742, -11.47677939])"
430,612,0,"array([ 13.87402002, -19.52368505])"
431,614,0,"array([ 7.89222544, -7.58141999])"
432,615,0,"array([  7.98041986, -14.31134202])"
433,616,0,"array([ 8.22803549, -9.16896192])"
434,617,0,"array([  3.63938864, -18.14791196])"
435,622,0,"array([  8.59036337, -21.33515242])"
436,623,0,"array([ 6.82495574, -4.51874408])"
437,624,0,"array([  9.88009343, -19.82680937])"
438,625,0,"array([  9.49452073, -12.12638332])"
439,627,0,"array([ 12.05036807, -12.72314126])"
440,628,0,"array([  6.36495596, -19.29277323])"
441,631,0,"array([  8.42604621, -11.73665435])"
442,632,0,"array([ 11.8503749 , -15.30043574])"
443,634,0,"array([  9.42349954, -14.6918124 ])"
444,636,0,"array([  3.55419206, -16.20505422])"
445,637,0,"array([ 10.21758173, -14.20056949])"
446,638,0,"array([  8.18231867, -18.18790713])"
447,639,0,"array([ 7.5818818, -9.9358375])"
448,640,0,"array([  6.75087227, -13.65716206])"
449,641,0,"array([  9.43724297, -10.04454957])"
450,643,0,"array([  4.82442638, -15.01065011])"
451,644,0,"array([ 13.02975716, -10.4391617 ])"
452,645,0,"array([ 13.32350623, -16.1192036 ])"
453,648,0,"array([ 10.91739732, -10.5821122 ])"
454,650,0,"array([ 11.84758252, -14.70945661])"
455,651,0,"array([ 6.77927612, -4.63828467])"
456,652,0,"array([ 10.15777098, -14.74404349])"
457,653,0,"array([ 10.14816273, -13.33638849])"
458,654,0,"array([ 11.28243441, -15.04785287])"
459,656,0,"array([ 12.31077719, -11.51365086])"
460,657,0,"array([ 11.07525176, -10.28241935])"
461,658,0,"array([ 14.32224302, -13.49264672])"
462,661,0,"array([ 5.92809393, -6.61083027])"
463,663,0,"array([ 10.20677961, -16.13508983])"
464,664,0,"array([ 10.66244933, -13.05441423])"
465,665,0,"array([ 12.12087032, -14.00524584])"
466,666,0,"array([ 10.48064864, -11.89702703])"
467,668,0,"array([ 6.53445833, -5.31213083])"
468,669,0,"array([11.92444987, -7.14588237])"
469,670,0,"array([  8.74665318, -13.62931066])"
470,671,0,"array([  3.32353943, -14.85726654])"
471,672,0,"array([  8.1029461 , -12.86157008])"
472,673,0,"array([ 9.31023472, -4.10837891])"
473,674,0,"array([ 8.95867845, -4.01327147])"
474,676,0,"array([  4.81571936, -14.5703185 ])"
475,677,0,"array([ 10.02712695, -14.63078781])"
476,678,0,"array([ 11.15094822, -12.61247785])"
477,681,0,"array([  9.36028596, -14.55879776])"
478,682,0,"array([ 11.60565387, -10.72421518])"
479,683,0,"array([ 6.17933483, -6.44546368])"
480,685,0,"array([  7.1820922 , -10.94039573])"
481,687,0,"array([12.35642486, -5.50258669])"
482,688,0,"array([ 11.89956381, -10.73776559])"
483,689,0,"array([  7.68151578, -11.55992692])"
484,691,0,"array([  7.51441257, -14.71851491])"
485,692,0,"array([ 10.39558901, -13.70283309])"
486,694,0,"array([  7.84849849, -13.20506897])"
487,695,0,"array([  7.65969054, -19.97124181])"
488,696,0,"array([  1.52056311, -11.61443339])"
489,697,0,"array([10.30502116, -5.5201744 ])"
490,698,0,"array([11.47310054, -8.16909949])"
